y_category,rank,char_ngram,coefficient
Z,8,sg ,2.0231821611046605
Z,9, 40,2.007301381523121
Z,10, 0 ,1.962681908455515
Z,11, ale,1.9291307368955088
Z,12,aler,1.9291307368955088
Z,13,alerg,1.9291307368955088
Z,14, aler,1.9291307368955088
Z,15,lerg,1.9200815153975415
Z,16,lergi,1.9200815153975415
Z,17, 40 ,1.8928046950397468
Z,18,ergi,1.8513092512816127
Z,19,stori,1.8435790961131975
Z,20,histo,1.8435790961131975
